;Unnamed: 0;Tweets;label;step01;tokens;final_tokens;step02
10;10.0;"Juru Bicara Kementerian Perhubungan, Adita Irawati mengakui telah terjadi perkelahian antar taruna Kemenhub.

https://t.co/4o9LIYmqEq";1.0;juru bicara kementerian perhubungan adita irawati mengakui telah terjadi perkelahian antar taruna kemenhub cooliymqeq;['juru', 'bicara', 'kementerian', 'perhubungan', 'adita', 'irawati', 'mengakui', 'telah', 'terjadi', 'perkelahian', 'antar', 'taruna', 'kemenhub', 'cooliymqeq'];['juru', 'bicara', 'kementerian', 'perhubungan', 'adita', 'irawati', 'mengakui', 'telah', 'terjadi', 'perkelahian', 'antar', 'taruna', 'kemenhub', 'cooliymqeq'];juru bicara kementerian perhubungan adita irawati mengakui telah terjadi perkelahian antar taruna kemenhub cooliymqeq
11;11.0;Gita Puspita baru tahu namanya dicatut usai didatangi polisi dan TNI. Gita mengaku tak memiliki akun Facebook dan Iâ€¦ https://t.co/hT1Y22oys6;0.0;gita puspita baru tahu namanya dicatut usai didatangi polisi dan tni gita mengaku tak memiliki akun facebook dan cohtyoys;['gita', 'puspita', 'baru', 'tahu', 'namanya', 'dicatut', 'usai', 'didatangi', 'polisi', 'dan', 'tni', 'gita', 'mengaku', 'tak', 'memiliki', 'akun', 'facebook', 'dan', 'cohtyoys'];['gita', 'puspita', 'baru', 'tahu', 'namanya', 'dicatut', 'usai', 'didatangi', 'polisi', 'dan', 'tni', 'gita', 'mengaku', 'tak', 'memiliki', 'akun', 'facebook', 'dan', 'cohtyoys'];gita puspita baru tahu namanya dicatut usai didatangi polisi dan tni gita mengaku tak memiliki akun facebook dan cohtyoys
12;12.0;Kabar Santiago Shanchez tak terdengar sejak tiga pekan lalu. Laki-laki 41 tahun itu terakhir terlihat di Irak setelâ€¦ https://t.co/LxZiERCjZb;0.0;kabar santiago shanchez tak terdengar sejak tiga pekan lalu laki laki   tahun itu terakhir terlihat di irak setel co;['kabar', 'santiago', 'shanchez', 'tak', 'terdengar', 'sejak', 'tiga', 'pekan', 'lalu', 'laki', 'laki', 'tahun', 'itu', 'terakhir', 'terlihat', 'di', 'irak', 'setel', 'co'];['kabar', 'santiago', 'shanchez', 'tak', 'terdengar', 'sejak', 'tiga', 'pekan', 'lalu', 'laki', 'laki', 'tahun', 'itu', 'terakhir', 'terlihat', 'di', 'irak', 'setel', 'co'];kabar santiago shanchez tak terdengar sejak tiga pekan lalu laki laki tahun itu terakhir terlihat di irak setel co
13;13.0;"Nikita Mirzani akan ditahan hingga 13 November 2022 di Rutan Kelas IIB Serang.

https://t.co/vryy18yfoF";0.0;nikita mirzani akan ditahan hingga <date> di rutan kelas iib serang covryyyfof;['nikita', 'mirzani', 'akan', 'ditahan', 'hingga', '<', 'date', '>', 'di', 'rutan', 'kelas', 'iib', 'serang', 'covryyyfof'];['nikita', 'mirzani', 'akan', 'ditahan', 'hingga', '<', 'date', '>', 'di', 'rutan', 'kelas', 'iib', 'serang', 'covryyyfof'];nikita mirzani akan ditahan hingga < date > di rutan kelas iib serang covryyyfof
14;14.0;"BNPT menyebut pelaku penerobos Istana, SE kerap mengunggah propaganda khilafah melalui akun media sosialnya.

https://t.co/uk7MGdcgTn";0.0;bnpt menyebut pelaku penerobos istana se kerap mengunggah propaganda khilafah melalui akun media sosialnya coukmgdcgtn;['bnpt', 'menyebut', 'pelaku', 'penerobos', 'istana', 'se', 'kerap', 'mengunggah', 'propaganda', 'khilafah', 'melalui', 'akun', 'media', 'sosialnya', 'coukmgdcgtn'];['bnpt', 'menyebut', 'pelaku', 'penerobos', 'istana', 'se', 'kerap', 'mengunggah', 'propaganda', 'khilafah', 'melalui', 'akun', 'media', 'sosialnya', 'coukmgdcgtn'];bnpt menyebut pelaku penerobos istana se kerap mengunggah propaganda khilafah melalui akun media sosialnya coukmgdcgtn
15;15.0;Satlantas Polres Bogor bakal menggelar tindakan dengan memberi sanksi baca Alquran. Sanksi ini berlaku bagi pengendâ€¦ https://t.co/7rWS04VYtq;0.0;satlantas polres bogor bakal menggelar tindakan dengan memberi sanksi baca alquran sanksi ini berlaku bagi pengend corwsvytq;['satlantas', 'polres', 'bogor', 'bakal', 'menggelar', 'tindakan', 'dengan', 'memberi', 'sanksi', 'baca', 'alquran', 'sanksi', 'ini', 'berlaku', 'bagi', 'pengend', 'corwsvytq'];['satlantas', 'polres', 'bogor', 'bakal', 'menggelar', 'tindakan', 'dengan', 'memberi', 'sanksi', 'baca', 'alquran', 'sanksi', 'ini', 'berlaku', 'bagi', 'pengend', 'corwsvytq'];satlantas polres bogor bakal menggelar tindakan dengan memberi sanksi baca alquran sanksi ini berlaku bagi pengend corwsvytq
16;16.0;Bagi para pengendara yang melanggar aturan lalu lintas akan mendapat sanksi, tetapi penindakan pelanggaran dilakukaâ€¦ https://t.co/V72cbbwerH;0.0;bagi para pengendara yang melanggar aturan lalu lintas akan mendapat sanksi tetapi penindakan pelanggaran dilakuka covcbbwerh;['bagi', 'para', 'pengendara', 'yang', 'melanggar', 'aturan', 'lalu', 'lintas', 'akan', 'mendapat', 'sanksi', 'tetapi', 'penindakan', 'pelanggaran', 'dilakuka', 'covcbbwerh'];['bagi', 'para', 'pengendara', 'yang', 'melanggar', 'aturan', 'lalu', 'lintas', 'akan', 'mendapat', 'sanksi', 'tetapi', 'penindakan', 'pelanggaran', 'dilakuka', 'covcbbwerh'];bagi para pengendara yang melanggar aturan lalu lintas akan mendapat sanksi tetapi penindakan pelanggaran dilakuka covcbbwerh
17;17.0;HMMM GIMANA YAA~ ðŸ¤” https://t.co/7GpUHCbwCR;0.0;hmmm gimana yaa cogpuhcbwcr;['hmmm', 'gimana', 'yaa', 'cogpuhcbwcr'];['hmmm', 'gimana', 'yaa', 'cogpuhcbwcr'];hmmm gimana yaa cogpuhcbwcr
18;18.0;@aulia_akbarz96 Wah iya bener juga ðŸ¤”;0.0;aulia_akbarz wah iya bener juga;['aulia_akbarz', 'wah', 'iya', 'bener', 'juga'];['aulia_akbarz', 'wah', 'iya', 'bener', 'juga'];aulia_akbarz wah iya bener juga
19;19.0;Masih menjadi misteri, apa sih yang membedakan Bubur Kacang Ijo Khas Madura dengan yang lainnya? Sulit sekali mendeâ€¦ https://t.co/wf2gwsaZEP;0.0;masih menjadi misteri apa sih yang membedakan bubur kacang ijo khas madura dengan yang lainnya sulit sekali mende cowfgwsazep;['masih', 'menjadi', 'misteri', 'apa', 'sih', 'yang', 'membedakan', 'bubur', 'kacang', 'ijo', 'khas', 'madura', 'dengan', 'yang', 'lainnya', 'sulit', 'sekali', 'mende', 'cowfgwsazep'];['masih', 'menjadi', 'misteri', 'apa', 'sih', 'yang', 'membedakan', 'bubur', 'kacang', 'ijo', 'khas', 'madura', 'dengan', 'yang', 'lainnya', 'sulit', 'sekali', 'mende', 'cowfgwsazep'];masih menjadi misteri apa sih yang membedakan bubur kacang ijo khas madura dengan yang lainnya sulit sekali mende cowfgwsazep
20;20.0;Doa dipersembahkan bagi kalian yang masih bertarung di jalan, atau yang sedang mengentaskan pekerjaan. Selalu diberâ€¦ https://t.co/mnR1z5xjfP;0.0;doa dipersembahkan bagi kalian yang masih bertarung di jalan atau yang sedang mengentaskan pekerjaan selalu diber comnrz;['doa', 'dipersembahkan', 'bagi', 'kalian', 'yang', 'masih', 'bertarung', 'di', 'jalan', 'atau', 'yang', 'sedang', 'mengentaskan', 'pekerjaan', 'selalu', 'diber', 'comnrz'];['doa', 'dipersembahkan', 'bagi', 'kalian', 'yang', 'masih', 'bertarung', 'di', 'jalan', 'atau', 'yang', 'sedang', 'mengentaskan', 'pekerjaan', 'selalu', 'diber', 'comnrz'];doa dipersembahkan bagi kalian yang masih bertarung di jalan atau yang sedang mengentaskan pekerjaan selalu diber comnrz
21;21.0;Terima kasih banyak Abang ðŸ«¶ðŸ¼ https://t.co/anS8weBSeQ;0.0;terima kasih banyak abang coanswebseq;['terima', 'kasih', 'banyak', 'abang', 'coanswebseq'];['terima', 'kasih', 'banyak', 'abang', 'coanswebseq'];terima kasih banyak abang coanswebseq
22;22.0;Kapal Cepat Cantika Express 77 rute Kupang-Alor, Nusa Tenggara Timur (NTT) mengalami kebakaran pada Senin (24/10/20â€¦ https://t.co/vKVrpQCCMW;0.0;kapal cepat cantika   rute kupang alor nusa tenggara timur ntt mengalami kebakaran pada senin   covkvrpqccmw;['kapal', 'cepat', 'cantika', 'rute', 'kupang', 'alor', 'nusa', 'tenggara', 'timur', 'ntt', 'mengalami', 'kebakaran', 'pada', 'senin', 'covkvrpqccmw'];['kapal', 'cepat', 'cantika', 'rute', 'kupang', 'alor', 'nusa', 'tenggara', 'timur', 'ntt', 'mengalami', 'kebakaran', 'pada', 'senin', 'covkvrpqccmw'];kapal cepat cantika rute kupang alor nusa tenggara timur ntt mengalami kebakaran pada senin covkvrpqccmw
23;23.0;"Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir berbicara mengenai pemilihan presiden (pilpres) 2024.

https://t.co/md3FkKLp5X";1.0;menteri badan usaha milik negara bumn erick thohir berbicara mengenai pemilihan presiden pilpres   comdfkklpx;['menteri', 'badan', 'usaha', 'milik', 'negara', 'bumn', 'erick', 'thohir', 'berbicara', 'mengenai', 'pemilihan', 'presiden', 'pilpres', 'comdfkklpx'];['menteri', 'badan', 'usaha', 'milik', 'negara', 'bumn', 'erick', 'thohir', 'berbicara', 'mengenai', 'pemilihan', 'presiden', 'pilpres', 'comdfkklpx'];menteri badan usaha milik negara bumn erick thohir berbicara mengenai pemilihan presiden pilpres comdfkklpx
25;25.0;Di episode kali ini, Joko Anwar akan bercerita mengenai masa kecil, remaja, hingga jatuh bangun dirinya dalam berkaâ€¦ https://t.co/FPWo0CUmpP;0.0;di episode kali ini joko anwar akan bercerita mengenai masa kecil remaja hingga jatuh bangun dirinya dalam berka cofpwocumpp;['di', 'episode', 'kali', 'ini', 'joko', 'anwar', 'akan', 'bercerita', 'mengenai', 'masa', 'kecil', 'remaja', 'hingga', 'jatuh', 'bangun', 'dirinya', 'dalam', 'berka', 'cofpwocumpp'];['di', 'episode', 'kali', 'ini', 'joko', 'anwar', 'akan', 'bercerita', 'mengenai', 'masa', 'kecil', 'remaja', 'hingga', 'jatuh', 'bangun', 'dirinya', 'dalam', 'berka', 'cofpwocumpp'];di episode kali ini joko anwar akan bercerita mengenai masa kecil remaja hingga jatuh bangun dirinya dalam berka cofpwocumpp
26;26.0;Takdir mengantarkannya menjadi sutradara dan produser bertangan dingin dengan karya-karya yang tak hanya mewarnai iâ€¦ https://t.co/DIctkioldm;0.0;takdir mengantarkannya menjadi sutradara dan produser bertangan dingin dengan karya karya yang tak hanya mewarnai codictkioldm;['takdir', 'mengantarkannya', 'menjadi', 'sutradara', 'dan', 'produser', 'bertangan', 'dingin', 'dengan', 'karya', 'karya', 'yang', 'tak', 'hanya', 'mewarnai', 'codictkioldm'];['takdir', 'mengantarkannya', 'menjadi', 'sutradara', 'dan', 'produser', 'bertangan', 'dingin', 'dengan', 'karya', 'karya', 'yang', 'tak', 'hanya', 'mewarnai', 'codictkioldm'];takdir mengantarkannya menjadi sutradara dan produser bertangan dingin dengan karya karya yang tak hanya mewarnai codictkioldm
27;27.0;Namun lingkungan keluarganya tidak mendukungnya dan malah meredupkan keinginannya itu. Namun, pertemuannya dengan sâ€¦ https://t.co/vf155lnk7X;0.0;namun lingkungan keluarganya tidak mendukungnya dan malah meredupkan keinginannya itu namun pertemuannya dengan covflnkx;['namun', 'lingkungan', 'keluarganya', 'tidak', 'mendukungnya', 'dan', 'malah', 'meredupkan', 'keinginannya', 'itu', 'namun', 'pertemuannya', 'dengan', 'covflnkx'];['namun', 'lingkungan', 'keluarganya', 'tidak', 'mendukungnya', 'dan', 'malah', 'meredupkan', 'keinginannya', 'itu', 'namun', 'pertemuannya', 'dengan', 'covflnkx'];namun lingkungan keluarganya tidak mendukungnya dan malah meredupkan keinginannya itu namun pertemuannya dengan covflnkx
28;28.0;"Manifesto: Mencari Makna Sinema di Kepala Joko Anwar

Dikenal sebagai kreator film-film horor hits Indonesia tak laâ€¦ https://t.co/tagHj4RAb6";0.0;manifesto mencari makna sinema di kepala joko anwar dikenal sebagai kreator film film horor hits indonesia tak la cotaghjrab;['manifesto', 'mencari', 'makna', 'sinema', 'di', 'kepala', 'joko', 'anwar', 'dikenal', 'sebagai', 'kreator', 'film', 'film', 'horor', 'hits', 'indonesia', 'tak', 'la', 'cotaghjrab'];['manifesto', 'mencari', 'makna', 'sinema', 'di', 'kepala', 'joko', 'anwar', 'dikenal', 'sebagai', 'kreator', 'film', 'film', 'horor', 'hits', 'indonesia', 'tak', 'la', 'cotaghjrab'];manifesto mencari makna sinema di kepala joko anwar dikenal sebagai kreator film film horor hits indonesia tak la cotaghjrab
29;29.0;Polda Metro Jaya juga mendalami afiliasi yang bersangkutan seraya memastikan investigasi kasus tersebut akan dilaksâ€¦ https://t.co/8SriwSKQHw;0.0;polda metro jaya juga mendalami afiliasi yang bersangkutan seraya memastikan investigasi kasus tersebut akan dilaks cosriwskqhw;['polda', 'metro', 'jaya', 'juga', 'mendalami', 'afiliasi', 'yang', 'bersangkutan', 'seraya', 'memastikan', 'investigasi', 'kasus', 'tersebut', 'akan', 'dilaks', 'cosriwskqhw'];['polda', 'metro', 'jaya', 'juga', 'mendalami', 'afiliasi', 'yang', 'bersangkutan', 'seraya', 'memastikan', 'investigasi', 'kasus', 'tersebut', 'akan', 'dilaks', 'cosriwskqhw'];polda metro jaya juga mendalami afiliasi yang bersangkutan seraya memastikan investigasi kasus tersebut akan dilaks cosriwskqhw
30;30.0;Ganjar Pranowo berhasil meraup suara NasDem.Â Anies menempati posisi ketiga dengan persentase elektoral hanya 15,4 pâ€¦ https://t.co/prS5Or04yD;1.0;ganjar pranowo berhasil meraup suara nasdem anies menempati posisi ketiga dengan persentase elektoral hanya     coprsoryd;['ganjar', 'pranowo', 'berhasil', 'meraup', 'suara', 'nasdem', 'anies', 'menempati', 'posisi', 'ketiga', 'dengan', 'persentase', 'elektoral', 'hanya', 'coprsoryd'];['ganjar', 'pranowo', 'berhasil', 'meraup', 'suara', 'nasdem', 'anies', 'menempati', 'posisi', 'ketiga', 'dengan', 'persentase', 'elektoral', 'hanya', 'coprsoryd'];ganjar pranowo berhasil meraup suara nasdem anies menempati posisi ketiga dengan persentase elektoral hanya coprsoryd
31;31.0;Pemusnahan ladang ganja melibatkan 131 personel gabungan BNN, Polri, TNI, kejaksaan bea cukai, dan unsur pemerintahâ€¦ https://t.co/TYnZ40xIbK;0.0;pemusnahan ladang ganja melibatkan   personel gabungan bnn polri tni kejaksaan bea cukai dan unsur pemerintah cotynz;['pemusnahan', 'ladang', 'ganja', 'melibatkan', 'personel', 'gabungan', 'bnn', 'polri', 'tni', 'kejaksaan', 'bea', 'cukai', 'dan', 'unsur', 'pemerintah', 'cotynz'];['pemusnahan', 'ladang', 'ganja', 'melibatkan', 'personel', 'gabungan', 'bnn', 'polri', 'tni', 'kejaksaan', 'bea', 'cukai', 'dan', 'unsur', 'pemerintah', 'cotynz'];pemusnahan ladang ganja melibatkan personel gabungan bnn polri tni kejaksaan bea cukai dan unsur pemerintah cotynz
32;32.0;"Whatsapp down. Pihak WhatsApp mengakui terjadi pemadaman dan sedang bekerja untuk memulihkannya.

https://t.co/xS0BhpxVIZ";0.0;whatsapp down pihak whatsapp mengakui terjadi pemadaman dan sedang bekerja untuk memulihkannya co;['whatsapp', 'down', 'pihak', 'whatsapp', 'mengakui', 'terjadi', 'pemadaman', 'dan', 'sedang', 'bekerja', 'untuk', 'memulihkannya', 'co'];['whatsapp', 'down', 'pihak', 'whatsapp', 'mengakui', 'terjadi', 'pemadaman', 'dan', 'sedang', 'bekerja', 'untuk', 'memulihkannya', 'co'];whatsapp down pihak whatsapp mengakui terjadi pemadaman dan sedang bekerja untuk memulihkannya co
33;33.0;"Polisi dalami asal pistol yang dibawa perempuan tersebut. Senjata api itu sempat ditodongkan ke anggota Paspampres.

https://t.co/fS2yByWrd6";0.0;polisi dalami asal pistol yang dibawa perempuan tersebut senjata api itu sempat ditodongkan ke anggota paspampres cofsybywrd;['polisi', 'dalami', 'asal', 'pistol', 'yang', 'dibawa', 'perempuan', 'tersebut', 'senjata', 'api', 'itu', 'sempat', 'ditodongkan', 'ke', 'anggota', 'paspampres', 'cofsybywrd'];['polisi', 'dalami', 'asal', 'pistol', 'yang', 'dibawa', 'perempuan', 'tersebut', 'senjata', 'api', 'itu', 'sempat', 'ditodongkan', 'ke', 'anggota', 'paspampres', 'cofsybywrd'];polisi dalami asal pistol yang dibawa perempuan tersebut senjata api itu sempat ditodongkan ke anggota paspampres cofsybywrd
34;34.0;"Dewan Kolonel disebut-sebut sebagai wadah bagi pendukung Puan Maharani sebagai calon presiden (capres). 

https://t.co/Myx3ODiuAF";1.0;dewan kolonel disebut sebut sebagai wadah bagi pendukung puan maharani sebagai calon presiden capres comy;['dewan', 'kolonel', 'disebut', 'sebut', 'sebagai', 'wadah', 'bagi', 'pendukung', 'puan', 'maharani', 'sebagai', 'calon', 'presiden', 'capres', 'comy'];['dewan', 'kolonel', 'disebut', 'sebut', 'sebagai', 'wadah', 'bagi', 'pendukung', 'puan', 'maharani', 'sebagai', 'calon', 'presiden', 'capres', 'comy'];dewan kolonel disebut sebut sebagai wadah bagi pendukung puan maharani sebagai calon presiden capres comy
35;35.0;Kuasa Hukum keluarga Brigadir J, Kamaruddin Simanjuntak menuding Putri Candrawathi turut menembak Brigadir Nofriansâ€¦ https://t.co/V23vd5IbgO;1.0;kuasa hukum keluarga brigadir kamaruddin simanjuntak menuding putri candrawathi turut menembak brigadir nofrians covvdibgo;['kuasa', 'hukum', 'keluarga', 'brigadir', 'kamaruddin', 'simanjuntak', 'menuding', 'putri', 'candrawathi', 'turut', 'menembak', 'brigadir', 'nofrians', 'covvdibgo'];['kuasa', 'hukum', 'keluarga', 'brigadir', 'kamaruddin', 'simanjuntak', 'menuding', 'putri', 'candrawathi', 'turut', 'menembak', 'brigadir', 'nofrians', 'covvdibgo'];kuasa hukum keluarga brigadir kamaruddin simanjuntak menuding putri candrawathi turut menembak brigadir nofrians covvdibgo
36;36.0;Manifesto bersama @Jokoanwar, sesaat lagi hanya di Asumsi. https://t.co/HJz44M9iqH;0.0;manifesto bersama jokoanwar sesaat lagi hanya di asumsi cohjzmiqh;['manifesto', 'bersama', 'jokoanwar', 'sesaat', 'lagi', 'hanya', 'di', 'asumsi', 'cohjzmiqh'];['manifesto', 'bersama', 'jokoanwar', 'sesaat', 'lagi', 'hanya', 'di', 'asumsi', 'cohjzmiqh'];manifesto bersama jokoanwar sesaat lagi hanya di asumsi cohjzmiqh
37;37.0;"â€œPemerintah mewajibkan vaksinasi booster, tapi barangnya langka,â€ ujar Koordinator Advokasi LaporCovid-19, Firdaus.

https://t.co/xujQDDQmzr";0.0;pemerintah mewajibkan vaksinasi booster tapi barangnya langka ujar koordinator advokasi laporcovid   firdaus co;['pemerintah', 'mewajibkan', 'vaksinasi', 'booster', 'tapi', 'barangnya', 'langka', 'ujar', 'koordinator', 'advokasi', 'laporcovid', 'firdaus', 'co'];['pemerintah', 'mewajibkan', 'vaksinasi', 'booster', 'tapi', 'barangnya', 'langka', 'ujar', 'koordinator', 'advokasi', 'laporcovid', 'firdaus', 'co'];pemerintah mewajibkan vaksinasi booster tapi barangnya langka ujar koordinator advokasi laporcovid firdaus co
